method,cell,content,style,hit
ccstytr,000000116208__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000116208,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000116208__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000116208,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000116208__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000116208,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000116208__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000116208,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
ccstytr,000000116208__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000116208,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,1
ccstytr,000000116208__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000116208,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0
ccstytr,000000116208__Minimalism__mario-schifano_untitled-1963,000000116208,Minimalism__mario-schifano_untitled-1963,0
ccstytr,000000116208__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000116208,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0
ccstytr,000000116208__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000116208,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0
ccstytr,000000116208__Pop_Art__peter-max_composition-red-green-1979,000000116208,Pop_Art__peter-max_composition-red-green-1979,0
ccstytr,000000116208__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000116208,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,1
ccstytr,000000116208__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000116208,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0
ccstytr,000000116208__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000116208,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0
ccstytr,000000116208__Romanticism__gustave-dore_paradise-lost-4,000000116208,Romanticism__gustave-dore_paradise-lost-4,0
ccstytr,000000116208__Symbolism__nicholas-roerich_language-of-forest-1922,000000116208,Symbolism__nicholas-roerich_language-of-forest-1922,0
ccstytr,000000116208__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000116208,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0
ccstytr,000000135872__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000135872,Abstract_Expressionism__paul-jenkins_not_detected_235703,0
ccstytr,000000135872__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000135872,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0
ccstytr,000000135872__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000135872,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0
ccstytr,000000135872__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000135872,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0
ccstytr,000000135872__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000135872,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000135872__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000135872,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000135872__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000135872,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000135872__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000135872,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
ccstytr,000000135872__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000135872,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0
ccstytr,000000135872__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000135872,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0
ccstytr,000000135872__Minimalism__mario-schifano_untitled-1963,000000135872,Minimalism__mario-schifano_untitled-1963,0
ccstytr,000000135872__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000135872,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0
ccstytr,000000135872__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000135872,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0
ccstytr,000000135872__Pop_Art__peter-max_composition-red-green-1979,000000135872,Pop_Art__peter-max_composition-red-green-1979,1
ccstytr,000000135872__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000135872,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,1
ccstytr,000000135872__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000135872,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0
ccstytr,000000135872__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000135872,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0
ccstytr,000000135872__Romanticism__gustave-dore_paradise-lost-4,000000135872,Romanticism__gustave-dore_paradise-lost-4,0
ccstytr,000000135872__Symbolism__nicholas-roerich_language-of-forest-1922,000000135872,Symbolism__nicholas-roerich_language-of-forest-1922,0
ccstytr,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000135872,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0
ccstytr,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000196442,Abstract_Expressionism__paul-jenkins_not_detected_235703,0
ccstytr,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000196442,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0
ccstytr,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000196442,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0
ccstytr,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000196442,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0
ccstytr,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000196442,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000196442,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000196442,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000196442,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
ccstytr,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000196442,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,1
ccstytr,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000196442,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0
ccstytr,000000196442__Minimalism__mario-schifano_untitled-1963,000000196442,Minimalism__mario-schifano_untitled-1963,0
ccstytr,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000196442,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0
ccstytr,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000196442,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0
ccstytr,000000196442__Pop_Art__peter-max_composition-red-green-1979,000000196442,Pop_Art__peter-max_composition-red-green-1979,0
ccstytr,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000196442,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0
ccstytr,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000196442,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0
ccstytr,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000196442,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0
ccstytr,000000196442__Romanticism__gustave-dore_paradise-lost-4,000000196442,Romanticism__gustave-dore_paradise-lost-4,0
ccstytr,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922,000000196442,Symbolism__nicholas-roerich_language-of-forest-1922,0
ccstytr,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000196442,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0
ccstytr,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000210388,Abstract_Expressionism__paul-jenkins_not_detected_235703,0
ccstytr,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000210388,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0
ccstytr,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000210388,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0
ccstytr,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000210388,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0
ccstytr,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000210388,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000210388,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000210388,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000210388,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
ccstytr,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000210388,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,1
ccstytr,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000210388,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0
ccstytr,000000210388__Minimalism__mario-schifano_untitled-1963,000000210388,Minimalism__mario-schifano_untitled-1963,0
ccstytr,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000210388,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0
ccstytr,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000210388,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0
ccstytr,000000210388__Pop_Art__peter-max_composition-red-green-1979,000000210388,Pop_Art__peter-max_composition-red-green-1979,0
ccstytr,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000210388,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0
ccstytr,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000210388,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),1
ccstytr,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000210388,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0
ccstytr,000000210388__Romanticism__gustave-dore_paradise-lost-4,000000210388,Romanticism__gustave-dore_paradise-lost-4,0
ccstytr,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922,000000210388,Symbolism__nicholas-roerich_language-of-forest-1922,0
ccstytr,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000210388,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0
ccstytr,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000226171,Abstract_Expressionism__paul-jenkins_not_detected_235703,0
ccstytr,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000226171,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0
ccstytr,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000226171,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0
ccstytr,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000226171,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,1
ccstytr,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000226171,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000226171,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000226171,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000226171,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
ccstytr,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,000000226171,Impressionism__pierre-auguste-renoir_leaving-the-bath-1890,0
ccstytr,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,000000226171,Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566,0
ccstytr,000000226171__Minimalism__mario-schifano_untitled-1963,000000226171,Minimalism__mario-schifano_untitled-1963,1
ccstytr,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,000000226171,Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping,0
ccstytr,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,000000226171,Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507,0
ccstytr,000000226171__Pop_Art__peter-max_composition-red-green-1979,000000226171,Pop_Art__peter-max_composition-red-green-1979,1
ccstytr,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,000000226171,Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887,0
ccstytr,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),000000226171,Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1),0
ccstytr,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,000000226171,Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff,0
ccstytr,000000226171__Romanticism__gustave-dore_paradise-lost-4,000000226171,Romanticism__gustave-dore_paradise-lost-4,0
ccstytr,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922,000000226171,Symbolism__nicholas-roerich_language-of-forest-1922,0
ccstytr,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134,000000226171,Ukiyo_e__kitagawa-utamaro_not_detected_233134,0
ccstytr,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703,000000235857,Abstract_Expressionism__paul-jenkins_not_detected_235703,0
ccstytr,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914,000000235857,Art_Nouveau_Modern__nicholas-roerich_oze-1914,0
ccstytr,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,000000235857,Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641,0
ccstytr,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,000000235857,Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978,0
ccstytr,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,000000235857,Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter,0
ccstytr,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,000000235857,Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473,0
ccstytr,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,000000235857,Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918,0
ccstytr,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,000000235857,High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505,0
